Record ID,Title,Author,Journal,Publisher,OriginalPaperDate,OriginalPaperDOI,Reason,Subject
65096.0,Data augmentation based face anti-spoofing (FAS) scheme using deep learning techniques,Kasetty Lakshminarasimha;V Ponniyin Selvan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-28,10.3233/jifs-233394,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65094.0,Cross-entropy method for interval-valued neutrosophic number multiple attribute decision making for education quality management evaluation in higher education institutions,Xiaoying Jia,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-11-17,10.3233/jifs-233481,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
65092.0,Covering variable precision fuzzy rough sets based on overlap functions and the application to multi-label classification,Qiqi Ou;Xiaohong Zhang;Jingqian Wang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-23,10.3233/jifs-238245,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65091.0,Coupling synergy calculation between innovation and ethical responsibility for high-tech enterprises from the perspective of responsibility innovation,Hongyun Luo;Xiangyi Lin;Yan Yu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-01-11,10.3233/jifs-221269,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Philosophy;
65089.0,Construction on precise-personalized-learning evaluation system based on cipp evaluation model and integrated FCE-AHP method,Jin Zhao;Zhaohan Wang;Zhang Jianjun,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-17,10.3233/jifs-230004,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
65087.0,Consistency improvement under incomplete hesitant fuzzy linguistic preference relations in large-scale group decision-making,Jianping Fan;Jiu Yuan;Meiqin Wu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-05,10.3233/jifs-232615,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65086.0,Computer-aided diagnosis using white shark optimizer with attention-based deep learning for breast cancer classification,R K Chandana Mani;J Kamalakannan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-05-30,10.3233/jifs-231776,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Radiology/Imaging;
65085.0,Computer vision based human fall detection and classification for real-time videos,Aruna Jeganathan;Jeyalakshmi Chellaiah,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-04,10.3233/jifs-232842,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Public Health and Safety;
65083.0,Comprehensive performance evaluation of high embankments in heavy-haul railways using an improved extension model with attribute reduction algorithm,Qi Zhang;Qian Su;Baosen Liu;Yanfei Pei;Zongyu Zhang;De Chen,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-11-14,10.3233/jifs-222562,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(B/T) Transportation;
65082.0,Communication signal detection based on high-order cumulants time-frequency analysis: on the application of deep learning YOLOV5 network,Huimin Long;Hang Zheng;Ming Chen;Chengjian Liu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-16,10.3233/jifs-237988,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65081.0,Combining grey relation analysis with MCGDM to evaluate the higher education management quality with interval-valued neutrosophic sets,Xiaona Geng;Xiaonan Geng,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-09,10.3233/jifs-232146,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65080.0,Combinatorial optimization of C4 olefin production conditions based on interpretable LSSVM& TPE,Yancong Zhou;Chenheng Xu;Yongqiang Chen;Shanshan Li;Zhen Guo,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-30,10.3233/jifs-235144,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65076.0,Classifying the bacterial taxonomy with its metagenomic data using the deep neural network model,Ramakrishnan Raman;Amit Barve;R Meenakshi;G M Jayaseelan;P Ganeshan;Syed Noeman Taqui;Hesham S Almoallim;Sulaiman Ali Alharbi;S S Raghavan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-10,10.3233/jifs-231897,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(BLS) Microbiology;
65075.0,Chebyshev polynimal dempster convolutional hearing sensitivity level detection with auditory evoked potentials,K M Kirthika;M P Paulraj;C R Hema,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-19,10.3233/jifs-212853,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65074.0,Cataract classification and grading in federated learning environment using CNN based Modified-ResNet-50,A Essaki Muthu;K Saravanan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-01-29,10.3233/jifs-223465,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65073.0,CADC-FPRLE: Content-aware deduplication clustering analysis using file partitioning and a running length encoder for cloud storage optimization,L Shakkeera;B Dhiyanesh;A Asha;G Kiruthiga,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-08,10.3233/jifs-231223,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65072.0,Bridging the gap in biomedical information retrieval: Harnessing machine learning for enhanced search results and query semantics,P Madhubala;Hayder M A Ghanimi;Sudhakar Sengan;Kumar Abhishek,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-27,10.3233/jifs-237056,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
65067.0,Breast cancer diagnosis using Orca predation optimization algorithm,P Kaladevi;V V Punitha;D Muthusankar;R Praveen,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-17,10.3233/jifs-231176,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Radiology/Imaging;
65065.0,Boltzmann stacked classification data mining model for the student performance improvement in academic performance,G Sugin Lal;R Porkodi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-17,10.3233/jifs-235350,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
65064.0,Bipolar valued probabilistic hesitant fuzzy sets based on Generalized Hybrid Operators in multi-criteria decision-making problems based on TOPSIS,Şerif Özlü;Ashraf Al-Quran;Muhammad Riaz,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-08,10.3233/jifs-238331,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65062.0,Bilateral fuzzy sets and their three-way decisions: a new perspective of fuzzy logic,Yu Gao;Qinghua Zhang;Fan Zhao;Man Gao,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-05-22,10.3233/jifs-230638,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65061.0,Big data-assisted student’s English learning ability appraisal model using fuzzy logic system,Lin Fan;Wenli Wang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-08,10.3233/jifs-232619,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Linguistics;
65060.0,Big data clustering using fuzzy based energy efficient clustering and MobileNet V2,Lakshmi Srinivasulu Dandugala;Koneru Suvarna Vani,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-31,10.3233/jifs-230387,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(PHY) Energy;
65059.0,Better health – A comprehensive and profound research about physical strength consumption estimation methods using machine learning,Liping Lang;David Thuente;Xiao Ma,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-20,10.3233/jifs-231691,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
65057.0,Automatic analysis of public health service text based on character level convolutional neural network,Rui Feng;Lie’en Weng,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-01-29,10.3233/jifs-236470,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Public Health and Safety;
65056.0,Automated diagnosis of acute cerebral ischemic stroke lesions from diffusion-weighted magnetic resonance images in assessment with modified Rankin Scale,R Geetha;E Priya;Kavitha Sivakumar,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-16,10.3233/jifs-233883,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Neurology;(HSC) Radiology/Imaging;
65055.0,Automated classification of MRI images for mild cognitive impairment and Alzheimer’s disease detection using log gabor filters based deep meta-heuristic classification,A S Shanthi;G Ignisha Rajathi;R Velumani;K Srihari,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-11,10.3233/jifs-235118,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(HSC) Medicine - Neurology;(HSC) Radiology/Imaging;
65053.0,Attribute preserving recommendation system based on graph attention mechanism,M Sangeetha;Meera Devi Thiagarajan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-21,10.3233/jifs-223775,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - Marketing;(B/T) Data Science;
65050.0,Applying dimensionality reduction methods to extract physiological and diagnostic features for clinical Hyperspectral Images,V Lalitha;B Latha,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-15,10.3233/jifs-236935,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(HSC) Medicine - Oncology;(HSC) Medicine - Pathology;(HSC) Radiology/Imaging;
65046.0,Application of fuzzy prediction control model based on neural network in teaching resource recommendation and matching,Shuai Shao;Dongwei Li,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-23,10.3233/jifs-233265,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(SOC) Education;
65045.0,Application of facial expression recognition technology based on feature fusion in teaching,Xiangyu Deng;Yiman Hu;Yahan Yang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-06,10.3233/jifs-237143,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(SOC) Education;
65034.0,An optimization of the fully fuzzy transportation problem with triangular type-2 fuzzy parameters using novel ranking technique,J Jansi Rani;A Manivannan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-23,10.3233/jifs-237652,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65033.0,Analysis of interval type-2 fuzzy controller based interleaved sepic PFC converter for PQ enhancement in power solutions,P Muthu Thiruvengadam;J Gnanavadivel,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-28,10.3233/jifs-212729,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65024.0,An optimal deep learning-based framework for the detection and classification of android malware,S Jebin Bose;R Kalaiselvi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-15,10.3233/jifs-230186,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(B/T) Technology;
65022.0,An optimal cooperative relay selection strategy for delay aware image transmission in large scale multi-radio multi-channel multimedia wireless sensor network,Praveen Kumar Devulapalli;Srikanth Boppidi;Pothalaiah Sake;Jagadeesh Chandra Prasad Matta;Dhanalakshmi Gopal;Sushanth Babu Maganti,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-16,10.3233/jifs-234312,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(PHY) Engineering - Electrical;
65021.0,An intrusion detection system based on hybrid machine learning classifier,M Reji;Christeena Joseph;P Nancy;A Lourdes Mary,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-11-22,10.3233/jifs-222427,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(B/T) Technology;
65016.0,An integrated methodology for enterprise financial management capability evaluation based on EDAS technique and group decision making,Li Mu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-01,10.3233/jifs-233395,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65014.0,An integrated group decision-making framework for evaluating the urban fire emergency management capability based on PDHLWPHM and PDHLWPGHM operator,Fan Lei;Qiang Cai;Hongjun Wang;Guiwu Wei;Zhiwen Mo,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-26,10.3233/jifs-230485,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65013.0,An integrated group decision making framework for business performance evaluation of performing arts enterprises with probabilistic hesitant fuzzy IDOCRIW-MOOSRA method,Fang Hu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-01,10.3233/jifs-224342,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65012.0,An integrated framework for community medical and health services evaluation with fuzzy number intuitionistic fuzzy sets,Chengyutong Zhang;Jie Tian,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-03,10.3233/jifs-231700,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
65011.0,An integrated description of election information using domination and dual domination in picture fuzzy graph,Sami Ullah Khan;Samer Al Ghour;Shoukat Hussain;Maha Mohammed Saeed;Fiaz Hussain;Arif Mehmood;Choonkil Park,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-11-01,10.3233/jifs-230918,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65010.0,An integrated decision-making methodology for green supplier selection based on the improved IVIF-CPT-MABAC method,Jing Wang;Qiang Cai;Hongjun Wang;Guiwu Wei;Ningna Liao,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-04,10.3233/jifs-224206,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65009.0,An integrated decision-making framework for blended teaching quality evaluation in college English courses based on the double-valued neutrosophic sets,Lin Wei,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-11,10.3233/jifs-224389,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Linguistics;
65007.0,An integrated decision approach with triangular fuzzy neutrosophic sets for higher vocational education quality evaluation in the new era,Qingyuan Feng,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-09-19,10.3233/jifs-234044,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
65006.0,An integrated CoCoSo-CRITIC-based decision-making framework for sustainable competitiveness evaluation of regional financial centers with interval-valued intuitionistic fuzzy information,Biqin Yang;Yu Deng,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-04-28,10.3233/jifs-222607,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65005.0,An improved TOPSIS-based rank preservation approach for hesitant fuzzy information processing,Wenguang Yang;Baitong Ren;Bingbing Xu;Xiaona Pang;Ruitian Liu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-26,10.3233/jifs-230713,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
65004.0,An improved TODIM-TOPSIS method for quality evaluation of college students employment and entrepreneurship education with probabilistic hesitant fuzzy sets,Lijuan Zhao;Shuo Du,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-14,10.3233/jifs-233929,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
